怪物编号	怪物名称	等级	兵种	兵种等级	技能	技能等级	战斗力	攻击	血量	物理防御	法术防御	闪避	暴击	命中	破招	格挡	刚毅	素材	是否实体化	实体化素材
112047	敌军刀兵	47	1	12	1	5	13185	4694	8018	2944	3020	1	3	0	0	8	6	hero/dao_big.png	0	
113047	敌军刀兵	47	1	12	3	5	13226	4713	8051	2956	3032	1	3	0	0	8	6	hero/dao_big.png	0	
114047	敌军刀兵	47	1	12	5	5	13266	4732	8083	2968	3044	1	3	0	0	8	6	hero/dao_big.png	0	
110048	敌军刀兵	48	1	12	1	5	13503	4965	8143	3042	3205	1	3	0	0	8	6	hero/dao_big.png	0	
111048	敌军刀兵	48	1	12	3	5	13546	4985	8177	3055	3218	1	3	0	0	8	6	hero/dao_big.png	0	
112048	敌军刀兵	48	1	12	1	5	13589	5006	8210	3067	3231	1	3	0	0	8	6	hero/dao_big.png	0	
113048	敌军刀兵	48	1	12	3	5	13632	5026	8243	3080	3244	1	3	0	0	8	6	hero/dao_big.png	0	
114048	敌军刀兵	48	1	12	5	5	13674	5046	8276	3092	3257	1	3	0	0	8	6	hero/dao_big.png	0	
110049	敌军刀兵	49	1	12	1	5	14098	5102	8333	3318	3497	2	4	0	0	8	6	hero/dao_big.png	0	
111049	敌军刀兵	49	1	12	3	5	14143	5123	8367	3331	3511	2	4	0	0	8	6	hero/dao_big.png	0	
112049	敌军刀兵	49	1	12	1	5	14189	5144	8401	3345	3526	2	4	0	0	8	6	hero/dao_big.png	0	
113049	敌军刀兵	49	1	12	3	5	14234	5165	8435	3358	3540	2	4	0	0	8	6	hero/dao_big.png	0	
114049	敌军刀兵	49	1	12	5	5	14279	5186	8469	3372	3554	2	4	0	0	8	6	hero/dao_big.png	0	
110050	敌军刀兵	50	1	12	1	5	15010	5487	9055	3552	3753	2	4	0	0	8	6	hero/dao_big.png	0	
111050	敌军刀兵	50	1	12	3	5	15059	5509	9091	3566	3768	2	4	0	0	8	6	hero/dao_big.png	0	
112050	敌军刀兵	50	1	12	1	5	15106	5530	9126	3580	3783	2	4	0	0	8	6	hero/dao_big.png	0	
113050	敌军刀兵	50	1	12	3	5	15155	5552	9162	3594	3797	2	4	0	0	8	6	hero/dao_big.png	0	
114050	敌军刀兵	50	1	12	5	5	15203	5573	9197	3608	3812	2	4	0	0	8	6	hero/dao_big.png	0	
110051	敌军刀兵	51	1	13	1	5	15710	6002	9153	3676	3990	2	4	0	0	9	7	hero/dao_big.png	0	
111051	敌军刀兵	51	1	13	3	5	15761	6026	9189	3690	4005	2	4	0	0	9	7	hero/dao_big.png	0	
112051	敌军刀兵	51	1	13	1	5	15812	6049	9225	3704	4021	2	4	0	0	9	7	hero/dao_big.png	0	
113051	敌军刀兵	51	1	13	3	5	15863	6073	9261	3719	4037	2	4	0	0	9	7	hero/dao_big.png	0	
114051	敌军刀兵	51	1	13	5	5	15914	6096	9297	3733	4052	2	4	0	0	9	7	hero/dao_big.png	0	
110052	敌军刀兵	52	1	13	1	6	16205	6163	9357	3755	4088	2	4	0	0	10	7	hero/dao_big.png	0	
111052	敌军刀兵	52	1	13	3	6	16258	6188	9394	3770	4104	2	4	0	0	10	7	hero/dao_big.png	0	
112052	敌军刀兵	52	1	13	1	6	16311	6212	9430	3785	4120	2	4	0	0	10	7	hero/dao_big.png	0	
113052	敌军刀兵	52	1	13	3	6	16364	6236	9467	3799	4136	2	4	0	0	10	7	hero/dao_big.png	0	
114052	敌军刀兵	52	1	13	5	6	16417	6260	9504	3814	4152	2	4	0	0	10	7	hero/dao_big.png	0	
110053	敌军刀兵	53	1	13	1	6	17139	6338	10120	3850	4201	2	4	0	0	10	7	hero/dao_big.png	0	
111053	敌军刀兵	53	1	13	3	6	17196	6363	10160	3865	4217	2	4	0	0	10	7	hero/dao_big.png	0	
112053	敌军刀兵	53	1	13	1	6	17252	6387	10199	3880	4234	2	4	0	0	10	7	hero/dao_big.png	0	
113053	敌军刀兵	53	1	13	3	6	17328	6412	10239	3895	4250	2	5	0	0	10	7	hero/dao_big.png	0	
114053	敌军刀兵	53	1	13	5	6	17386	6437	10279	3910	4267	2	5	0	0	10	7	hero/dao_big.png	0	
110054	敌军刀兵	54	1	13	1	6	17524	6604	10328	3933	4301	2	4	0	0	10	7	hero/dao_big.png	0	
111054	敌军刀兵	54	1	13	3	6	17603	6630	10369	3948	4318	2	5	0	0	10	7	hero/dao_big.png	0	
112054	敌军刀兵	54	1	13	1	6	17661	6656	10409	3963	4335	2	5	0	0	10	7	hero/dao_big.png	0	
113054	敌军刀兵	54	1	13	3	6	17721	6682	10450	3979	4351	2	5	0	0	10	7	hero/dao_big.png	0	
114054	敌军刀兵	54	1	13	5	6	17780	6708	10490	3994	4368	2	5	0	0	10	7	hero/dao_big.png	0	
110055	敌军刀兵	55	1	13	1	6	19153	6987	10850	4361	4761	2	5	0	0	10	7	hero/dao_big.png	0	
111055	敌军刀兵	55	1	13	3	6	19217	7014	10892	4378	4779	2	5	0	0	10	7	hero/dao_big.png	0	
112055	敌军刀兵	55	1	13	1	6	19279	7040	10933	4394	4798	2	5	0	0	10	7	hero/dao_big.png	0	
113055	敌军刀兵	55	1	13	3	6	19342	7067	10974	4411	4816	2	5	0	0	10	7	hero/dao_big.png	0	
114055	敌军刀兵	55	1	13	5	6	19406	7094	11016	4428	4834	2	5	0	0	10	7	hero/dao_big.png	0	
110056	敌军刀兵	56	1	13	1	7	20275	7528	11298	4449	4867	2	5	0	0	10	8	hero/dao_big.png	0	
111056	敌军刀兵	56	1	13	3	7	20343	7557	11341	4466	4886	2	5	0	0	10	8	hero/dao_big.png	0	
112056	敌军刀兵	56	1	13	1	7	20409	7585	11384	4483	4904	2	5	0	0	10	8	hero/dao_big.png	0	
113056	敌军刀兵	56	1	13	3	7	20476	7614	11427	4500	4923	2	5	0	0	10	8	hero/dao_big.png	0	
114056	敌军刀兵	56	1	13	5	7	20544	7643	11470	4517	4941	2	5	0	0	10	8	hero/dao_big.png	0	
110057	敌军刀兵	57	1	13	1	7	20774	7827	11516	4680	4993	2	5	0	0	10	8	hero/dao_big.png	0	
111057	敌军刀兵	57	1	13	3	7	20843	7857	11560	4698	5012	2	5	0	0	10	8	hero/dao_big.png	0	
112057	敌军刀兵	57	1	13	1	7	20913	7887	11604	4716	5031	2	5	0	0	10	8	hero/dao_big.png	0	
113057	敌军刀兵	57	1	13	3	7	20983	7917	11648	4734	5050	2	5	0	0	10	8	hero/dao_big.png	0	
114057	敌军刀兵	57	1	13	5	7	21053	7947	11691	4752	5069	2	5	0	0	10	8	hero/dao_big.png	0	
110058	敌军刀兵	58	1	13	1	7	21223	8007	11734	4772	5101	2	6	0	0	11	8	hero/dao_big.png	0	
111058	敌军刀兵	58	1	13	3	7	21295	8037	11779	4790	5121	2	6	0	0	11	8	hero/dao_big.png	0	
112058	敌军刀兵	58	1	13	1	7	21367	8068	11824	4808	5140	2	6	0	0	11	8	hero/dao_big.png	0	
113058	敌军刀兵	58	1	13	3	7	21439	8098	11868	4826	5160	2	6	0	0	11	8	hero/dao_big.png	0	
114058	敌军刀兵	58	1	13	5	7	21511	8129	11913	4844	5179	2	6	0	0	11	8	hero/dao_big.png	0	
110059	敌军刀兵	59	1	13	1	7	22361	8208	12608	4882	5234	2	6	0	0	11	8	hero/dao_big.png	0	
111059	敌军刀兵	59	1	13	3	7	22438	8240	12656	4901	5254	2	6	0	0	11	8	hero/dao_big.png	0	
112059	敌军刀兵	59	1	13	1	7	22515	8271	12704	4919	5274	2	6	0	0	11	8	hero/dao_big.png	0	
113059	敌军刀兵	59	1	13	3	7	22593	8302	12752	4938	5294	2	6	0	0	11	8	hero/dao_big.png	0	
114059	敌军刀兵	59	1	13	5	7	22670	8333	12800	4956	5314	2	6	0	0	11	8	hero/dao_big.png	0	
110060	敌军刀兵	60	1	13	1	8	23728	8554	12831	5533	5788	2	6	0	1	12	9	hero/dao_big.png	0	
111060	敌军刀兵	60	1	13	3	8	23811	8586	12879	5554	5810	2	6	0	1	12	9	hero/dao_big.png	0	
112060	敌军刀兵	60	1	13	1	8	23895	8619	12928	5575	5832	2	6	0	1	12	9	hero/dao_big.png	0	
113060	敌军刀兵	60	1	13	3	8	23979	8652	12977	5596	5854	2	6	0	1	12	9	hero/dao_big.png	0	
114060	敌军刀兵	60	1	13	5	8	24063	8684	13026	5617	5876	2	6	0	1	12	9	hero/dao_big.png	0	
110061	敌军刀兵	61	1	14	1	8	24509	9130	12950	5605	5895	2	7	0	1	13	9	hero/dao_big.png	0	
111061	敌军刀兵	61	1	14	3	8	24597	9165	13000	5627	5918	2	7	0	1	13	9	hero/dao_big.png	0	
112061	敌军刀兵	61	1	14	1	8	24683	9200	13049	5648	5940	2	7	0	1	13	9	hero/dao_big.png	0	
113061	敌军刀兵	61	1	14	3	8	24770	9235	13098	5670	5963	2	7	0	1	13	9	hero/dao_big.png	0	
114061	敌军刀兵	61	1	14	5	8	24857	9269	13148	5691	5985	2	7	0	1	13	9	hero/dao_big.png	0	
110062	敌军刀兵	62	1	14	1	8	25057	9322	13305	5703	6015	2	7	0	1	13	9	hero/dao_big.png	0	
111062	敌军刀兵	62	1	14	3	8	25148	9358	13356	5725	6038	2	7	0	1	13	9	hero/dao_big.png	0	
112062	敌军刀兵	62	1	14	1	8	25237	9393	13406	5747	6061	2	7	0	1	13	9	hero/dao_big.png	0	
113062	敌军刀兵	62	1	14	3	8	25327	9429	13457	5768	6084	2	7	0	1	13	9	hero/dao_big.png	0	
114062	敌军刀兵	62	1	14	5	8	25418	9465	13508	5790	6107	2	7	0	1	13	9	hero/dao_big.png	0	
110063	敌军刀兵	63	1	14	1	9	25894	9539	13536	5951	6161	2	7	0	1	14	10	hero/dao_big.png	0	
111063	敌军刀兵	63	1	14	3	9	25987	9575	13588	5974	6184	2	7	0	1	14	10	hero/dao_big.png	0	
112063	敌军刀兵	63	1	14	1	9	26080	9611	13639	5996	6208	2	7	0	1	14	10	hero/dao_big.png	0	
113063	敌军刀兵	63	1	14	3	9	26175	9648	13691	6019	6231	2	7	0	1	14	10	hero/dao_big.png	0	
114063	敌军刀兵	63	1	14	5	9	26269	9684	13742	6042	6255	2	7	0	1	14	10	hero/dao_big.png	0	
110064	敌军刀兵	64	1	14	1	9	27245	9733	14534	6052	6282	2	7	0	1	14	10	hero/dao_big.png	0	
111064	敌军刀兵	64	1	14	3	9	27345	9770	14589	6075	6306	2	7	0	1	14	10	hero/dao_big.png	0	
112064	敌军刀兵	64	1	14	1	9	27445	9807	14644	6098	6330	2	7	0	1	14	10	hero/dao_big.png	0	
113064	敌军刀兵	64	1	14	3	9	27624	9844	14700	6121	6353	2	7	0	1	15	10	hero/dao_big.png	0	
114064	敌军刀兵	64	1	14	5	9	27725	9881	14755	6144	6377	2	7	0	1	15	10	hero/dao_big.png	0	
110065	敌军刀兵	65	1	14	1	9	28582	9950	15042	6595	6850	2	7	0	1	14	10	hero/dao_big.png	0	
111065	敌军刀兵	65	1	14	3	9	28689	9988	15099	6620	6876	2	7	0	1	14	10	hero/dao_big.png	0	
112065	敌军刀兵	65	1	14	1	9	28880	10026	15156	6645	6902	2	7	0	1	15	10	hero/dao_big.png	0	
113065	敌军刀兵	65	1	14	3	9	28989	10064	15214	6670	6928	2	7	0	1	15	10	hero/dao_big.png	0	
114065	敌军刀兵	65	1	14	5	9	29098	10102	15271	6695	6954	2	7	0	1	15	10	hero/dao_big.png	0	
110066	敌军刀兵	66	1	14	1	9	29702	10710	15281	6825	7123	2	7	0	1	14	10	hero/dao_big.png	0	
111066	敌军刀兵	66	1	14	3	9	29900	10750	15339	6851	7150	2	7	0	1	15	10	hero/dao_big.png	0	
112066	敌军刀兵	66	1	14	1	9	30014	10791	15398	6877	7177	2	7	0	1	15	10	hero/dao_big.png	0	
113066	敌军刀兵	66	1	14	3	9	30127	10832	15456	6903	7204	2	7	0	1	15	10	hero/dao_big.png	0	
114066	敌军刀兵	66	1	14	5	9	30241	10873	15514	6929	7231	2	7	0	1	15	10	hero/dao_big.png	0	
110067	敌军刀兵	67	1	14	1	10	30855	10941	15525	6954	7279	3	7	0	1	16	11	hero/dao_big.png	0	
111067	敌军刀兵	67	1	14	3	10	30972	10982	15584	6980	7307	3	7	0	1	16	11	hero/dao_big.png	0	
112067	敌军刀兵	67	1	14	1	10	31125	11024	15643	7007	7335	3	8	0	1	16	11	hero/dao_big.png	0	
113067	敌军刀兵	67	1	14	3	10	31243	11066	15702	7033	7362	3	8	0	1	16	11	hero/dao_big.png	0	
114067	敌军刀兵	67	1	14	5	10	31362	11107	15761	7060	7390	3	8	0	1	16	11	hero/dao_big.png	0	
110068	敌军刀兵	68	1	14	1	10	31870	11148	16039	7060	7409	3	8	1	1	16	11	hero/dao_big.png	0	
111068	敌军刀兵	68	1	14	3	10	31994	11191	16100	7087	7438	3	8	1	1	16	11	hero/dao_big.png	0	
112068	敌军刀兵	68	1	14	1	10	32118	11233	16162	7113	7466	3	8	1	1	16	11	hero/dao_big.png	0	
113068	敌军刀兵	68	1	14	3	10	32241	11276	16223	7140	7494	3	8	1	1	16	11	hero/dao_big.png	0	
114068	敌军刀兵	68	1	14	5	10	32365	11318	16284	7167	7522	3	8	1	1	16	11	hero/dao_big.png	0	
110069	敌军刀兵	69	1	14	1	10	33671	11383	17125	7317	7715	3	8	1	1	16	11	hero/dao_big.png	0	
111069	敌军刀兵	69	1	14	3	10	33803	11426	17190	7345	7744	3	8	1	1	16	11	hero/dao_big.png	0	
112069	敌军刀兵	69	1	14	1	10	33936	11469	17255	7373	7774	3	8	1	1	16	11	hero/dao_big.png	0	
113069	敌军刀兵	69	1	14	3	10	34071	11513	17321	7401	7803	3	8	1	1	16	11	hero/dao_big.png	0	
114069	敌军刀兵	69	1	14	5	10	34203	11556	17386	7428	7832	3	8	1	1	16	11	hero/dao_big.png	0	
110070	敌军刀兵	70	1	14	1	11	36262	11658	17373	8050	8484	4	8	1	1	17	12	hero/dao_big.png	0	
111070	敌军刀兵	70	1	14	3	11	36406	11702	17439	8081	8516	4	8	1	1	17	12	hero/dao_big.png	0	
112070	敌军刀兵	70	1	14	1	11	36550	11746	17505	8111	8548	4	8	1	1	17	12	hero/dao_big.png	0	
113070	敌军刀兵	70	1	14	3	11	36695	11791	17571	8142	8580	4	8	1	1	17	12	hero/dao_big.png	0	
114070	敌军刀兵	70	1	14	5	11	36842	11835	17638	8173	8613	4	8	1	1	17	12	hero/dao_big.png	0	
110071	敌军刀兵	71	1	15	1	11	37603	12534	17789	8139	8616	4	8	1	1	17	12	hero/dao_big.png	0	
111071	敌军刀兵	71	1	15	3	11	37869	12582	17856	8170	8649	4	8	1	1	18	12	hero/dao_big.png	0	
112071	敌军刀兵	71	1	15	1	11	38020	12630	17924	8201	8681	4	8	1	1	18	12	hero/dao_big.png	0	
113071	敌军刀兵	71	1	15	3	11	38173	12678	17992	8232	8714	4	8	1	1	18	12	hero/dao_big.png	0	
114071	敌军刀兵	71	1	15	5	11	38325	12725	18060	8263	8747	4	8	1	1	18	12	hero/dao_big.png	0	
110072	敌军刀兵	72	1	15	1	11	38488	12754	18039	8380	8902	4	8	1	1	18	12	hero/dao_big.png	0	
111072	敌军刀兵	72	1	15	3	11	38643	12802	18107	8411	8936	4	8	1	1	18	12	hero/dao_big.png	0	
112072	敌军刀兵	72	1	15	1	11	38800	12851	18176	8443	8970	4	8	1	1	18	12	hero/dao_big.png	0	
113072	敌军刀兵	72	1	15	3	11	38957	12900	18245	8475	9004	4	8	1	1	18	12	hero/dao_big.png	0	
114072	敌军刀兵	72	1	15	5	11	39112	12948	18313	8507	9038	4	8	1	1	18	12	hero/dao_big.png	0	
110073	敌军刀兵	73	1	15	1	12	39620	12999	18288	8520	9073	4	8	1	2	19	13	hero/dao_big.png	0	
111073	敌军刀兵	73	1	15	3	12	39782	13048	18358	8553	9107	4	8	1	2	19	13	hero/dao_big.png	0	
112073	敌军刀兵	73	1	15	1	12	39944	13098	18428	8585	9142	4	8	1	2	19	13	hero/dao_big.png	0	
113073	敌军刀兵	73	1	15	3	12	40105	13147	18497	8618	9176	4	8	1	2	19	13	hero/dao_big.png	0	
114073	敌军刀兵	73	1	15	5	12	40269	13197	18567	8650	9211	4	8	1	2	19	13	hero/dao_big.png	0	
110074	敌军刀兵	74	1	15	1	12	42293	13263	20002	8678	9256	4	8	1	2	19	13	hero/dao_big.png	0	
111074	敌军刀兵	74	1	15	3	12	42470	13314	20078	8711	9292	4	8	1	2	19	13	hero/dao_big.png	0	
112074	敌军刀兵	74	1	15	1	12	42646	13364	20154	8744	9327	4	8	1	2	19	13	hero/dao_big.png	0	
113074	敌军刀兵	74	1	15	3	12	42824	13415	20231	8777	9362	4	8	1	2	19	13	hero/dao_big.png	0	
114074	敌军刀兵	74	1	15	5	12	43000	13465	20307	8810	9397	4	8	1	2	19	13	hero/dao_big.png	0	
110075	敌军刀兵	75	1	15	1	12	44275	13643	20260	9477	10232	4	8	1	2	19	13	hero/dao_big.png	0	
111075	敌军刀兵	75	1	15	3	12	44463	13695	20337	9513	10271	4	8	1	2	19	13	hero/dao_big.png	0	
112075	敌军刀兵	75	1	15	1	12	44653	13747	20415	9549	10310	4	8	1	2	19	13	hero/dao_big.png	0	
113075	敌军刀兵	75	1	15	3	12	44842	13799	20492	9585	10349	4	8	1	2	19	13	hero/dao_big.png	0	
114075	敌军刀兵	75	1	15	5	12	45032	13851	20569	9621	10388	4	8	1	2	19	13	hero/dao_big.png	0	
110076	敌军刀兵	76	1	15	1	13	46311	14766	20525	9637	10422	5	9	1	2	19	13	hero/dao_big.png	0	
111076	敌军刀兵	76	1	15	3	13	46508	14822	20603	9674	10462	5	9	1	2	19	13	hero/dao_big.png	0	
112076	敌军刀兵	76	1	15	1	13	46706	14878	20681	9711	10501	5	9	1	2	19	13	hero/dao_big.png	0	
113076	敌军刀兵	76	1	15	3	13	46952	14934	20759	9748	10541	5	10	1	2	19	13	hero/dao_big.png	0	
114076	敌军刀兵	76	1	15	5	13	47152	14991	20838	9784	10581	5	10	1	2	19	13	hero/dao_big.png	0	
110077	敌军刀兵	77	1	15	1	13	47465	14986	21105	9746	10563	5	10	1	2	19	13	hero/dao_big.png	0	
111077	敌军刀兵	77	1	15	3	13	47668	15043	21185	9783	10603	5	10	1	2	19	13	hero/dao_big.png	0	
112077	敌军刀兵	77	1	15	1	13	47872	15100	21265	9820	10643	5	10	1	2	19	13	hero/dao_big.png	0	
113077	敌军刀兵	77	1	15	3	13	48078	15157	21346	9857	10683	5	10	1	2	19	13	hero/dao_big.png	0	
114077	敌军刀兵	77	1	15	5	13	48444	15215	21426	9894	10723	5	10	1	2	20	13	hero/dao_big.png	0	
110078	敌军刀兵	78	1	15	1	13	48509	15438	21373	9912	10907	5	10	1	2	19	13	hero/dao_big.png	0	
111078	敌军刀兵	78	1	15	3	13	48719	15496	21455	9949	10948	5	10	1	2	19	13	hero/dao_big.png	0	
112078	敌军刀兵	78	1	15	1	13	49093	15555	21536	9987	10990	5	10	1	2	20	13	hero/dao_big.png	0	
113078	敌军刀兵	78	1	15	3	13	49446	15614	21618	10025	11032	5	10	1	2	20	14	hero/dao_big.png	0	
114078	敌军刀兵	78	1	15	5	13	49659	15673	21699	10063	11073	5	10	1	2	20	14	hero/dao_big.png	0	
110079	敌军刀兵	79	1	15	1	14	51862	15661	23026	10023	11051	5	11	1	2	20	14	hero/dao_big.png	0	
111079	敌军刀兵	79	1	15	3	14	52091	15721	23114	10061	11093	5	11	1	2	20	14	hero/dao_big.png	0	
112079	敌军刀兵	79	1	15	1	14	52319	15781	23201	10099	11135	5	11	1	2	20	14	hero/dao_big.png	0	
113079	敌军刀兵	79	1	15	3	14	52892	15840	23289	10137	11177	6	11	1	2	20	14	hero/dao_big.png	0	
114079	敌军刀兵	79	1	15	5	14	53125	15900	23377	10176	11219	6	11	1	2	20	14	hero/dao_big.png	0	
110080	敌军刀兵	80	1	15	1	14	55313	16013	23612	11115	12182	6	11	1	2	20	14	hero/dao_big.png	0	
111080	敌军刀兵	80	1	15	3	14	55563	16074	23702	11157	12228	6	11	1	2	20	14	hero/dao_big.png	0	
112080	敌军刀兵	80	1	15	1	14	55814	16135	23792	11199	12274	6	11	1	2	20	14	hero/dao_big.png	0	
113080	敌军刀兵	80	1	15	3	14	56067	16196	23882	11242	12321	6	11	1	2	20	14	hero/dao_big.png	0	
114080	敌军刀兵	80	1	15	5	14	56486	16257	23972	11284	12367	6	11	1	2	20	15	hero/dao_big.png	0	
110081	敌军刀兵	81	1	4	1	14	56992	17503	23780	11173	12439	6	11	1	2	20	14	hero/dao_big.png	0	
111081	敌军刀兵	81	1	4	3	14	57415	17570	23870	11215	12486	6	11	1	2	20	15	hero/dao_big.png	0	
112081	敌军刀兵	81	1	4	1	14	57676	17636	23961	11258	12534	6	11	1	2	20	15	hero/dao_big.png	0	
113081	敌军刀兵	81	1	4	3	14	57997	17703	24052	11300	12581	6	11	1	3	20	15	hero/dao_big.png	0	
114081	敌军刀兵	81	1	4	5	14	58258	17770	24142	11343	12628	6	11	1	3	20	15	hero/dao_big.png	0	
110082	敌军刀兵	82	1	4	1	15	58665	17795	24051	11350	12646	6	12	1	3	21	15	hero/dao_big.png	0	
111082	敌军刀兵	82	1	4	3	15	58931	17863	24142	11393	12694	6	12	1	3	21	15	hero/dao_big.png	0	
112082	敌军刀兵	82	1	4	1	15	59198	17930	24234	11436	12742	6	12	1	3	21	15	hero/dao_big.png	0	
113082	敌军刀兵	82	1	4	3	15	59468	17998	24326	11480	12790	6	12	1	3	21	15	hero/dao_big.png	0	
114082	敌军刀兵	82	1	4	5	15	59735	18066	24417	11523	12838	6	12	1	3	21	15	hero/dao_big.png	0	
110083	敌军刀兵	83	1	4	1	15	60030	18029	24683	11468	12799	6	12	1	3	21	15	hero/dao_big.png	0	
111083	敌军刀兵	83	1	4	3	15	60305	18098	24777	11511	12848	6	12	1	3	21	15	hero/dao_big.png	0	
112083	敌军刀兵	83	1	4	1	15	60581	18166	24871	11555	12897	6	12	1	3	21	15	hero/dao_big.png	0	
113083	敌军刀兵	83	1	4	3	15	60858	18235	24965	11599	12945	6	12	1	3	21	15	hero/dao_big.png	0	
114083	敌军刀兵	83	1	4	5	15	61135	18304	25059	11642	12994	6	12	1	3	21	15	hero/dao_big.png	0	
110084	敌军刀兵	84	1	4	1	15	64157	18497	26695	11836	13011	6	12	1	3	21	15	hero/dao_big.png	0	
111084	敌军刀兵	84	1	4	3	15	64456	18568	26796	11881	13061	6	12	1	3	21	15	hero/dao_big.png	0	
112084	敌军刀兵	84	1	4	1	15	64756	18638	26898	11926	13110	6	12	1	3	21	15	hero/dao_big.png	0	
113084	敌军刀兵	84	1	4	3	15	65058	18709	27000	11971	13160	6	12	1	3	21	15	hero/dao_big.png	0	
114084	敌军刀兵	84	1	4	5	15	65420	18779	27101	12017	13209	6	13	1	3	21	15	hero/dao_big.png	0	
110085	敌军刀兵	85	1	4	1	16	68389	18738	26982	13111	14326	6	13	2	3	22	16	hero/dao_big.png	0	
111085	敌军刀兵	85	1	4	3	16	68715	18809	27085	13161	14380	6	13	2	3	22	16	hero/dao_big.png	0	
112085	敌军刀兵	85	1	4	1	16	69107	18881	27188	13211	14435	6	14	2	3	22	16	hero/dao_big.png	0	
113085	敌军刀兵	85	1	4	3	16	69435	18952	27291	13261	14489	6	14	2	3	22	16	hero/dao_big.png	0	
114085	敌军刀兵	85	1	4	5	16	69764	19023	27394	13311	14544	6	14	2	3	22	16	hero/dao_big.png	0	
110086	敌军刀兵	86	1	4	1	16	71350	20487	27629	13296	14547	6	14	2	3	22	16	hero/dao_big.png	0	
111086	敌军刀兵	86	1	4	3	16	71691	20565	27734	13346	14603	6	14	2	3	22	16	hero/dao_big.png	0	
112086	敌军刀兵	86	1	4	1	16	72034	20643	27840	13397	14658	6	14	2	3	22	16	hero/dao_big.png	0	
113086	敌军刀兵	86	1	4	3	16	72377	20721	27945	13448	14714	6	14	2	3	22	16	hero/dao_big.png	0	
114086	敌军刀兵	86	1	4	5	16	72988	20799	28050	13498	14769	6	14	2	3	23	16	hero/dao_big.png	0	
110087	敌军刀兵	87	1	4	1	17	73174	20902	27919	13608	14709	6	14	2	3	23	16	hero/dao_big.png	0	
111087	敌军刀兵	87	1	4	3	17	73524	20981	28025	13659	14765	6	14	2	3	23	16	hero/dao_big.png	0	
112087	敌军刀兵	87	1	4	1	17	74100	21061	28132	13711	14821	6	14	2	3	23	17	hero/dao_big.png	0	
113087	敌军刀兵	87	1	4	3	17	74455	21141	28238	13763	14877	6	14	2	3	23	17	hero/dao_big.png	0	
114087	敌军刀兵	87	1	4	5	17	74809	21220	28344	13815	14933	6	14	2	3	23	17	hero/dao_big.png	0	
110088	敌军刀兵	88	1	4	1	17	74992	21221	28213	13795	14935	6	15	2	4	24	17	hero/dao_big.png	0	
111088	敌军刀兵	88	1	4	3	17	75355	21302	28320	13848	14992	6	15	2	4	24	17	hero/dao_big.png	0	
112088	敌军刀兵	88	1	4	1	17	75719	21383	28428	13901	15048	6	15	2	4	24	17	hero/dao_big.png	0	
113088	敌军刀兵	88	1	4	3	17	76082	21464	28535	13953	15105	6	15	2	4	24	17	hero/dao_big.png	0	
114088	敌军刀兵	88	1	4	5	17	76448	21544	28643	14006	15162	6	15	2	4	24	17	hero/dao_big.png	0	
110089	敌军刀兵	89	1	4	1	17	80807	21473	31174	13920	15101	6	15	2	4	24	17	hero/dao_big.png	0	
111089	敌军刀兵	89	1	4	3	17	81793	21555	31293	13973	15158	7	15	2	4	24	17	hero/dao_big.png	0	
112089	敌军刀兵	89	1	4	1	17	82197	21637	31412	14026	15216	7	15	2	4	24	17	hero/dao_big.png	0	
113089	敌军刀兵	89	1	4	3	17	82597	21718	31530	14079	15273	7	15	2	4	24	17	hero/dao_big.png	0	
114089	敌军刀兵	89	1	4	5	17	83004	21800	31649	14133	15331	7	15	2	4	24	17	hero/dao_big.png	0	
110090	敌军刀兵	90	1	4	1	18	87144	22037	31468	15820	16854	7	15	2	4	24	17	hero/dao_big.png	0	
111090	敌军刀兵	90	1	4	3	18	87862	22121	31588	15880	16918	7	15	2	4	24	18	hero/dao_big.png	0	
112090	敌军刀兵	90	1	4	1	18	88306	22205	31708	15940	16983	7	15	2	4	24	18	hero/dao_big.png	0	
113090	敌军刀兵	90	1	4	3	18	89102	22289	31828	16001	17047	7	15	2	4	25	18	hero/dao_big.png	0	
114090	敌军刀兵	90	1	4	5	18	89549	22373	31948	16061	17111	7	15	2	4	25	18	hero/dao_big.png	0	
110091	敌军刀兵	91	1	5	1	18	89997	23903	31665	15885	16982	7	16	2	4	25	18	hero/dao_big.png	0	
111091	敌军刀兵	91	1	5	3	18	90451	23994	31786	15945	17047	7	16	2	4	25	18	hero/dao_big.png	0	
112091	敌军刀兵	91	1	5	1	18	90908	24085	31907	16006	17112	7	16	2	4	25	18	hero/dao_big.png	0	
113091	敌军刀兵	91	1	5	3	18	91361	24176	32027	16066	17176	7	16	2	4	25	18	hero/dao_big.png	0	
114091	敌军刀兵	91	1	5	5	18	91821	24267	32148	16127	17241	7	16	2	4	25	18	hero/dao_big.png	0	
110092	敌军刀兵	92	1	5	1	18	91943	24172	32306	16084	17191	7	16	2	4	25	18	hero/dao_big.png	0	
111092	敌军刀兵	92	1	5	3	18	92410	24264	32429	16146	17257	7	16	2	4	25	18	hero/dao_big.png	0	
112092	敌军刀兵	92	1	5	1	18	92877	24356	32552	16207	17322	7	16	2	4	25	18	hero/dao_big.png	0	
113092	敌军刀兵	92	1	5	3	18	93346	24448	32675	16268	17388	7	16	2	4	25	18	hero/dao_big.png	0	
