兵种(刀，枪，骑，谋士，红颜)	技能	类型(1:主动，2：被动)	技能等级	技能战斗力系数	技能效果	技能效果参数	技能目标	效果描述	效果持续回合	技能伤害系数	升级Tips	战斗力附加值
1	4	2	44	0	fortitude	2200	0	永久提高刀兵2200点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高刀兵2250点刚毅	880
1	4	2	45	0	fortitude	2250	0	永久提高刀兵2250点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高刀兵2300点刚毅	900
1	4	2	46	0	fortitude	2300	0	永久提高刀兵2300点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高刀兵2350点刚毅	920
1	4	2	47	0	fortitude	2350	0	永久提高刀兵2350点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高刀兵2400点刚毅	940
1	4	2	48	0	fortitude	2400	0	永久提高刀兵2400点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高刀兵2450点刚毅	960
1	4	2	49	0	fortitude	2450	0	永久提高刀兵2450点刚毅，刚毅可降低受到暴击的几率			下一级：永久提高刀兵2500点刚毅	980
1	4	2	50	0	fortitude	2500	0	永久提高刀兵2500点刚毅，刚毅可降低受到暴击的几率			已升到最高级	1000
1	5	1	1	120	rehurt	20	0	目标单体伤害100%，1回合内拥有护盾反伤20%	1	100	下一级：单体伤害提高至102%，反伤提高至21%	20
1	5	1	2	124	rehurt	21	0	目标单体伤害102%，1回合内拥有护盾反伤21%	1	102	下一级：单体伤害提高至104%，反伤提高至22%	40
1	5	1	3	128	rehurt	22	0	目标单体伤害104%，1回合内拥有护盾反伤22%	1	104	下一级：单体伤害提高至106%，反伤提高至23%	60
1	5	1	4	132	rehurt	23	0	目标单体伤害106%，1回合内拥有护盾反伤23%	1	106	下一级：单体伤害提高至108%，反伤提高至24%	80
1	5	1	5	136	rehurt	24	0	目标单体伤害108%，1回合内拥有护盾反伤24%	1	108	下一级：单体伤害提高至110%，反伤提高至25%	100
1	5	1	6	140	rehurt	25	0	目标单体伤害110%，1回合内拥有护盾反伤25%	1	110	下一级：单体伤害提高至112%，反伤提高至26%	120
1	5	1	7	144	rehurt	26	0	目标单体伤害112%，1回合内拥有护盾反伤26%	1	112	下一级：单体伤害提高至114%，反伤提高至27%	140
1	5	1	8	148	rehurt	27	0	目标单体伤害114%，1回合内拥有护盾反伤27%	1	114	下一级：单体伤害提高至116%，反伤提高至28%	160
1	5	1	9	152	rehurt	28	0	目标单体伤害116%，1回合内拥有护盾反伤28%	1	116	下一级：单体伤害提高至118%，反伤提高至29%	180
1	5	1	10	156	rehurt	29	0	目标单体伤害118%，1回合内拥有护盾反伤29%	1	118	下一级：单体伤害提高至120%，反伤提高至30%	200
1	5	1	11	160	rehurt	30	0	目标单体伤害120%，1回合内拥有护盾反伤30%	1	120	下一级：单体伤害提高至122%，反伤提高至31%	220
1	5	1	12	164	rehurt	31	0	目标单体伤害122%，1回合内拥有护盾反伤31%	1	122	下一级：单体伤害提高至124%，反伤提高至32%	240
1	5	1	13	168	rehurt	32	0	目标单体伤害124%，1回合内拥有护盾反伤32%	1	124	下一级：单体伤害提高至126%，反伤提高至33%	260
1	5	1	14	172	rehurt	33	0	目标单体伤害126%，1回合内拥有护盾反伤33%	1	126	下一级：单体伤害提高至128%，反伤提高至34%	280
1	5	1	15	176	rehurt	34	0	目标单体伤害128%，1回合内拥有护盾反伤34%	1	128	下一级：单体伤害提高至130%，反伤提高至35%	300
1	5	1	16	180	rehurt	35	0	目标单体伤害130%，1回合内拥有护盾反伤35%	1	130	下一级：单体伤害提高至132%，反伤提高至36%	320
1	5	1	17	184	rehurt	36	0	目标单体伤害132%，1回合内拥有护盾反伤36%	1	132	下一级：单体伤害提高至134%，反伤提高至37%	340
1	5	1	18	188	rehurt	37	0	目标单体伤害134%，1回合内拥有护盾反伤37%	1	134	下一级：单体伤害提高至136%，反伤提高至38%	360
1	5	1	19	192	rehurt	38	0	目标单体伤害136%，1回合内拥有护盾反伤38%	1	136	下一级：单体伤害提高至138%，反伤提高至39%	380
1	5	1	20	196	rehurt	39	0	目标单体伤害138%，1回合内拥有护盾反伤39%	1	138	下一级：单体伤害提高至140%，反伤提高至40%	400
1	5	1	21	200	rehurt	40	0	目标单体伤害140%，1回合内拥有护盾反伤40%	1	140	下一级：单体伤害提高至142%，反伤提高至41%	420
1	5	1	22	204	rehurt	41	0	目标单体伤害142%，1回合内拥有护盾反伤41%	1	142	下一级：单体伤害提高至144%，反伤提高至42%	440
1	5	1	23	208	rehurt	42	0	目标单体伤害144%，1回合内拥有护盾反伤42%	1	144	下一级：单体伤害提高至146%，反伤提高至43%	460
1	5	1	24	212	rehurt	43	0	目标单体伤害146%，1回合内拥有护盾反伤43%	1	146	下一级：单体伤害提高至148%，反伤提高至44%	480
1	5	1	25	216	rehurt	44	0	目标单体伤害148%，1回合内拥有护盾反伤44%	1	148	下一级：单体伤害提高至150%，反伤提高至45%	500
1	5	1	26	220	rehurt	45	0	目标单体伤害150%，1回合内拥有护盾反伤45%	1	150	下一级：单体伤害提高至152%，反伤提高至46%	520
1	5	1	27	224	rehurt	46	0	目标单体伤害152%，1回合内拥有护盾反伤46%	1	152	下一级：单体伤害提高至154%，反伤提高至47%	540
1	5	1	28	228	rehurt	47	0	目标单体伤害154%，1回合内拥有护盾反伤47%	1	154	下一级：单体伤害提高至156%，反伤提高至48%	560
1	5	1	29	232	rehurt	48	0	目标单体伤害156%，1回合内拥有护盾反伤48%	1	156	下一级：单体伤害提高至158%，反伤提高至49%	580
1	5	1	30	236	rehurt	49	0	目标单体伤害158%，1回合内拥有护盾反伤49%	1	158	下一级：单体伤害提高至160%，反伤提高至50%	600
1	5	1	31	240	rehurt	50	0	目标单体伤害160%，1回合内拥有护盾反伤50%	1	160	下一级：单体伤害提高至162%，反伤提高至51%	620
1	5	1	32	244	rehurt	51	0	目标单体伤害162%，1回合内拥有护盾反伤51%	1	162	下一级：单体伤害提高至164%，反伤提高至52%	640
1	5	1	33	248	rehurt	52	0	目标单体伤害164%，1回合内拥有护盾反伤52%	1	164	下一级：单体伤害提高至166%，反伤提高至53%	660
1	5	1	34	252	rehurt	53	0	目标单体伤害166%，1回合内拥有护盾反伤53%	1	166	下一级：单体伤害提高至168%，反伤提高至54%	680
1	5	1	35	256	rehurt	54	0	目标单体伤害168%，1回合内拥有护盾反伤54%	1	168	下一级：单体伤害提高至170%，反伤提高至55%	700
1	5	1	36	260	rehurt	55	0	目标单体伤害170%，1回合内拥有护盾反伤55%	1	170	下一级：单体伤害提高至172%，反伤提高至56%	720
1	5	1	37	264	rehurt	56	0	目标单体伤害172%，1回合内拥有护盾反伤56%	1	172	下一级：单体伤害提高至174%，反伤提高至57%	740
1	5	1	38	268	rehurt	57	0	目标单体伤害174%，1回合内拥有护盾反伤57%	1	174	下一级：单体伤害提高至176%，反伤提高至58%	760
1	5	1	39	272	rehurt	58	0	目标单体伤害176%，1回合内拥有护盾反伤58%	1	176	下一级：单体伤害提高至178%，反伤提高至59%	780
1	5	1	40	276	rehurt	59	0	目标单体伤害178%，1回合内拥有护盾反伤59%	1	178	下一级：单体伤害提高至180%，反伤提高至60%	800
1	5	1	41	280	rehurt	60	0	目标单体伤害180%，1回合内拥有护盾反伤60%	1	180	下一级：单体伤害提高至182%，反伤提高至61%	820
1	5	1	42	284	rehurt	61	0	目标单体伤害182%，1回合内拥有护盾反伤61%	1	182	下一级：单体伤害提高至184%，反伤提高至62%	840
1	5	1	43	288	rehurt	62	0	目标单体伤害184%，1回合内拥有护盾反伤62%	1	184	下一级：单体伤害提高至186%，反伤提高至63%	860
1	5	1	44	292	rehurt	63	0	目标单体伤害186%，1回合内拥有护盾反伤63%	1	186	下一级：单体伤害提高至188%，反伤提高至64%	880
1	5	1	45	296	rehurt	64	0	目标单体伤害188%，1回合内拥有护盾反伤64%	1	188	下一级：单体伤害提高至190%，反伤提高至65%	900
1	5	1	46	300	rehurt	65	0	目标单体伤害190%，1回合内拥有护盾反伤65%	1	190	下一级：单体伤害提高至192%，反伤提高至66%	920
1	5	1	47	304	rehurt	66	0	目标单体伤害192%，1回合内拥有护盾反伤66%	1	192	下一级：单体伤害提高至194%，反伤提高至67%	940
1	5	1	48	308	rehurt	67	0	目标单体伤害194%，1回合内拥有护盾反伤67%	1	194	下一级：单体伤害提高至196%，反伤提高至68%	960
1	5	1	49	312	rehurt	68	0	目标单体伤害196%，1回合内拥有护盾反伤68%	1	196	下一级：单体伤害提高至198%，反伤提高至69%	980
1	5	1	50	316	rehurt	69	0	目标单体伤害198%，1回合内拥有护盾反伤69%	1	198	已升到最高级	1000
2	1	1	1	120	continueatk	100	0	凝聚全身所有力量，对敌方单体造成120%的伤害		120	下一级：单体伤害提高至124%	20
2	1	1	2	124	continueatk	100	0	凝聚全身所有力量，对敌方单体造成124%的伤害		124	下一级：单体伤害提高至128%	40
2	1	1	3	128	continueatk	100	0	凝聚全身所有力量，对敌方单体造成128%的伤害		128	下一级：单体伤害提高至132%	60
2	1	1	4	132	continueatk	100	0	凝聚全身所有力量，对敌方单体造成132%的伤害		132	下一级：单体伤害提高至136%	80
2	1	1	5	136	continueatk	100	0	凝聚全身所有力量，对敌方单体造成136%的伤害		136	下一级：单体伤害提高至140%	100
2	1	1	6	140	continueatk	100	0	凝聚全身所有力量，对敌方单体造成140%的伤害		140	下一级：单体伤害提高至144%	120
2	1	1	7	144	continueatk	100	0	凝聚全身所有力量，对敌方单体造成144%的伤害		144	下一级：单体伤害提高至148%	140
2	1	1	8	148	continueatk	100	0	凝聚全身所有力量，对敌方单体造成148%的伤害		148	下一级：单体伤害提高至152%	160
2	1	1	9	152	continueatk	100	0	凝聚全身所有力量，对敌方单体造成152%的伤害		152	下一级：单体伤害提高至156%	180
2	1	1	10	156	continueatk	100	0	凝聚全身所有力量，对敌方单体造成156%的伤害		156	下一级：单体伤害提高至160%	200
2	1	1	11	160	continueatk	100	0	凝聚全身所有力量，对敌方单体造成160%的伤害		160	下一级：单体伤害提高至164%	220
2	1	1	12	164	continueatk	100	0	凝聚全身所有力量，对敌方单体造成164%的伤害		164	下一级：单体伤害提高至168%	240
2	1	1	13	168	continueatk	100	0	凝聚全身所有力量，对敌方单体造成168%的伤害		168	下一级：单体伤害提高至172%	260
2	1	1	14	172	continueatk	100	0	凝聚全身所有力量，对敌方单体造成172%的伤害		172	下一级：单体伤害提高至176%	280
2	1	1	15	176	continueatk	100	0	凝聚全身所有力量，对敌方单体造成176%的伤害		176	下一级：单体伤害提高至180%	300
2	1	1	16	180	continueatk	100	0	凝聚全身所有力量，对敌方单体造成180%的伤害		180	下一级：单体伤害提高至184%	320
2	1	1	17	184	continueatk	100	0	凝聚全身所有力量，对敌方单体造成184%的伤害		184	下一级：单体伤害提高至188%	340
2	1	1	18	188	continueatk	100	0	凝聚全身所有力量，对敌方单体造成188%的伤害		188	下一级：单体伤害提高至192%	360
2	1	1	19	192	continueatk	100	0	凝聚全身所有力量，对敌方单体造成192%的伤害		192	下一级：单体伤害提高至196%	380
2	1	1	20	196	continueatk	100	0	凝聚全身所有力量，对敌方单体造成196%的伤害		196	下一级：单体伤害提高至200%	400
2	1	1	21	200	continueatk	100	0	凝聚全身所有力量，对敌方单体造成200%的伤害		200	下一级：单体伤害提高至204%	420
2	1	1	22	204	continueatk	100	0	凝聚全身所有力量，对敌方单体造成204%的伤害		204	下一级：单体伤害提高至208%	440
2	1	1	23	208	continueatk	100	0	凝聚全身所有力量，对敌方单体造成208%的伤害		208	下一级：单体伤害提高至212%	460
2	1	1	24	212	continueatk	100	0	凝聚全身所有力量，对敌方单体造成212%的伤害		212	下一级：单体伤害提高至216%	480
2	1	1	25	216	continueatk	100	0	凝聚全身所有力量，对敌方单体造成216%的伤害		216	下一级：单体伤害提高至220%	500
2	1	1	26	220	continueatk	100	0	凝聚全身所有力量，对敌方单体造成220%的伤害		220	下一级：单体伤害提高至224%	520
2	1	1	27	224	continueatk	100	0	凝聚全身所有力量，对敌方单体造成224%的伤害		224	下一级：单体伤害提高至228%	540
2	1	1	28	228	continueatk	100	0	凝聚全身所有力量，对敌方单体造成228%的伤害		228	下一级：单体伤害提高至232%	560
2	1	1	29	232	continueatk	100	0	凝聚全身所有力量，对敌方单体造成232%的伤害		232	下一级：单体伤害提高至236%	580
2	1	1	30	236	continueatk	100	0	凝聚全身所有力量，对敌方单体造成236%的伤害		236	下一级：单体伤害提高至240%	600
2	1	1	31	240	continueatk	100	0	凝聚全身所有力量，对敌方单体造成240%的伤害		240	下一级：单体伤害提高至244%	620
2	1	1	32	244	continueatk	100	0	凝聚全身所有力量，对敌方单体造成244%的伤害		244	下一级：单体伤害提高至248%	640
2	1	1	33	248	continueatk	100	0	凝聚全身所有力量，对敌方单体造成248%的伤害		248	下一级：单体伤害提高至252%	660
2	1	1	34	252	continueatk	100	0	凝聚全身所有力量，对敌方单体造成252%的伤害		252	下一级：单体伤害提高至256%	680
2	1	1	35	256	continueatk	100	0	凝聚全身所有力量，对敌方单体造成256%的伤害		256	下一级：单体伤害提高至260%	700
2	1	1	36	260	continueatk	100	0	凝聚全身所有力量，对敌方单体造成260%的伤害		260	下一级：单体伤害提高至264%	720
2	1	1	37	264	continueatk	100	0	凝聚全身所有力量，对敌方单体造成264%的伤害		264	下一级：单体伤害提高至268%	740
2	1	1	38	268	continueatk	100	0	凝聚全身所有力量，对敌方单体造成268%的伤害		268	下一级：单体伤害提高至272%	760
2	1	1	39	272	continueatk	100	0	凝聚全身所有力量，对敌方单体造成272%的伤害		272	下一级：单体伤害提高至276%	780
2	1	1	40	276	continueatk	100	0	凝聚全身所有力量，对敌方单体造成276%的伤害		276	下一级：单体伤害提高至280%	800
2	1	1	41	280	continueatk	100	0	凝聚全身所有力量，对敌方单体造成280%的伤害		280	下一级：单体伤害提高至284%	820
2	1	1	42	284	continueatk	100	0	凝聚全身所有力量，对敌方单体造成284%的伤害		284	下一级：单体伤害提高至288%	840
2	1	1	43	288	continueatk	100	0	凝聚全身所有力量，对敌方单体造成288%的伤害		288	下一级：单体伤害提高至292%	860
2	1	1	44	292	continueatk	100	0	凝聚全身所有力量，对敌方单体造成292%的伤害		292	下一级：单体伤害提高至296%	880
2	1	1	45	296	continueatk	100	0	凝聚全身所有力量，对敌方单体造成296%的伤害		296	下一级：单体伤害提高至300%	900
2	1	1	46	300	continueatk	100	0	凝聚全身所有力量，对敌方单体造成300%的伤害		300	下一级：单体伤害提高至304%	920
